GeneA GeneB Genus spp relationship
Potri.T127900 SapurV1A.0839s0070 S. purpurea many-to-many
Potri.T127900 SapurV1A.0839s0080 S. purpurea many-to-many
Potri.019G001700 SapurV1A.0839s0070 S. purpurea many-to-many
Potri.019G001700 SapurV1A.0839s0080 S. purpurea many-to-many
Potri.T128200 SapurV1A.0839s0070 S. purpurea many-to-many
Potri.T128200 SapurV1A.0839s0080 S. purpurea many-to-many
Potri.019G001600 SapurV1A.0839s0070 S. purpurea many-to-many
Potri.019G001600 SapurV1A.0839s0080 S. purpurea many-to-many
Potri.019G020900 SapurV1A.0307s0080 S. purpurea one-to-one
Potri.005G231100 SapurV1A.0188s0260 S. purpurea one-to-one
Potri.005G240000 SapurV1A.0389s0050 S. purpurea one-to-one
Potri.001G243800 SapurV1A.0041s0360 S. purpurea one-to-one
Potri.001G234100 SapurV1A.0008s0810 S. purpurea one-to-one
Potri.015G134600 SapurV1A.1988s0030 S. purpurea one-to-many
Potri.015G134600 SapurV1A.0068s0700 S. purpurea one-to-many
Potri.010G211300 SapurV1A.0023s1000 S. purpurea one-to-one
Potri.006G022000 SapurV1A.0295s0390 S. purpurea one-to-one
Potri.002G213600 SapurV1A.1056s0030 S. purpurea one-to-one
Potri.004G161200 SapurV1A.0091s0310 S. purpurea one-to-one
Potri.017G124500 SapurV1A.0230s0150 S. purpurea one-to-one
Potri.003G020800 SapurV1A.0647s0120 S. purpurea one-to-one
Potri.003G132100 SapurV1A.0119s0150 S. purpurea one-to-one
Potri.016G134200 SapurV1A.0065s0310 S. purpurea one-to-one
Potri.013G047700 SapurV1A.0309s0150 S. purpurea one-to-one
Potri.016G045600 SapurV1A.0018s0690 S. purpurea one-to-one
Potri.016G069400 SapurV1A.0224s0180 S. purpurea one-to-one
Potri.013G025700 SapurV1A.0092s0150 S. purpurea one-to-one
Potri.005G138300 SapurV1A.0339s0200 S. purpurea one-to-one
Potri.008G055500 SapurV1A.0451s0230 S. purpurea one-to-one
Potri.011G151500 SapurV1A.0874s0060 S. purpurea one-to-one
Potri.013G020500 SapurV1A.0092s0560 S. purpurea one-to-one
Potri.005G192600 SapurV1A.0625s0120 S. purpurea one-to-one
Potri.T112000 SapurV1A.0629s0240 S. purpurea many-to-many
Potri.T112000 SapurV1A.0152s0070 S. purpurea many-to-many
Potri.010G053800 SapurV1A.0629s0240 S. purpurea many-to-many
Potri.010G053800 SapurV1A.0152s0070 S. purpurea many-to-many
Potri.010G053900 SapurV1A.0629s0240 S. purpurea many-to-many
Potri.010G053900 SapurV1A.0152s0070 S. purpurea many-to-many
Potri.T111900 SapurV1A.0629s0240 S. purpurea many-to-many
Potri.T111900 SapurV1A.0152s0070 S. purpurea many-to-many
Potri.009G143000 SapurV1A.0039s0680 S. purpurea one-to-many
Potri.009G143000 SapurV1A.5411s0010 S. purpurea one-to-many
Potri.005G205800 SapurV1A.0076s0100 S. purpurea one-to-many
Potri.005G205800 SapurV1A.1979s0010 S. purpurea one-to-many
Potri.012G048500 SapurV1A.0357s0090 S. purpurea one-to-many
Potri.012G048500 SapurV1A.2274s0010 S. purpurea one-to-many
Potri.003G187100 SapurV1A.0153s0210 S. purpurea one-to-one
Potri.006G197900 SapurV1A.0298s0030 S. purpurea one-to-one
Potri.002G107300 SapurV1A.0004s0990 S. purpurea one-to-one
Potri.002G128300 SapurV1A.0017s0340 S. purpurea one-to-one
Potri.018G109800 SapurV1A.0347s0110 S. purpurea one-to-one
Potri.004G174700 SapurV1A.1145s0020 S. purpurea one-to-one
Potri.008G004300 SapurV1A.0633s0140 S. purpurea one-to-one
Potri.001G438900 SapurV1A.0491s0060 S. purpurea one-to-one
Potri.019G057200 SapurV1A.0785s0040 S. purpurea one-to-one
Potri.013G093500 SapurV1A.0109s0160 S. purpurea one-to-one
Potri.008G115800 SapurV1A.0079s0550 S. purpurea one-to-one
Potri.007G006600 SapurV1A.0608s0100 S. purpurea one-to-one
Potri.007G056800 SapurV1A.0515s0030 S. purpurea one-to-one
Potri.012G132400 SapurV1A.0881s0040 S. purpurea one-to-one
Potri.012G014300 SapurV1A.0174s0140 S. purpurea one-to-one
Potri.006G067500 SapurV1A.1100s0050 S. purpurea one-to-many
Potri.006G067500 SapurV1A.0197s0010 S. purpurea one-to-many
Potri.007G013200 SapurV1A.4841s0010 S. purpurea one-to-many
Potri.007G013200 SapurV1A.0166s0320 S. purpurea one-to-many
Potri.002G100800 SapurV1A.0613s0020 S. purpurea one-to-one
Potri.002G108700 SapurV1A.0004s0860 S. purpurea one-to-one
Potri.014G012400 SapurV1A.0235s0280 S. purpurea one-to-one
Potri.018G048600 SapurV1A.0435s0040 S. purpurea one-to-one
Potri.015G028900 SapurV1A.0074s0040 S. purpurea one-to-one
Potri.013G017500 SapurV1A.0066s0260 S. purpurea one-to-one
Potri.005G253700 SapurV1A.0266s0240 S. purpurea one-to-one
Potri.001G235700 SapurV1A.0008s0960 S. purpurea one-to-one
Potri.017G133900 SapurV1A.0020s0190 S. purpurea many-to-many
Potri.017G133900 SapurV1A.0020s0220 S. purpurea many-to-many
Potri.017G133900 SapurV1A.0020s0200 S. purpurea many-to-many
Potri.T095900 SapurV1A.0020s0190 S. purpurea many-to-many
Potri.T095900 SapurV1A.0020s0220 S. purpurea many-to-many
Potri.T095900 SapurV1A.0020s0200 S. purpurea many-to-many
Potri.T095700 SapurV1A.0020s0190 S. purpurea many-to-many
Potri.T095700 SapurV1A.0020s0220 S. purpurea many-to-many
Potri.T095700 SapurV1A.0020s0200 S. purpurea many-to-many
Potri.T095800 SapurV1A.0020s0190 S. purpurea many-to-many
Potri.T095800 SapurV1A.0020s0220 S. purpurea many-to-many
Potri.T095800 SapurV1A.0020s0200 S. purpurea many-to-many
Potri.017G134100 SapurV1A.0020s0190 S. purpurea many-to-many
Potri.017G134100 SapurV1A.0020s0220 S. purpurea many-to-many
Potri.017G134100 SapurV1A.0020s0200 S. purpurea many-to-many
Potri.017G134000 SapurV1A.0020s0190 S. purpurea many-to-many
Potri.017G134000 SapurV1A.0020s0220 S. purpurea many-to-many
Potri.017G134000 SapurV1A.0020s0200 S. purpurea many-to-many
Potri.T095500 SapurV1A.0020s0190 S. purpurea many-to-many
Potri.T095500 SapurV1A.0020s0220 S. purpurea many-to-many
Potri.T095500 SapurV1A.0020s0200 S. purpurea many-to-many
Potri.T107500 SapurV1A.0550s0100 S. purpurea many-to-one
Potri.007G108500 SapurV1A.0550s0100 S. purpurea many-to-one
Potri.T107300 SapurV1A.0550s0100 S. purpurea many-to-one
Potri.005G060000 SapurV1A.0550s0100 S. purpurea many-to-one
Potri.007G108600 SapurV1A.0550s0100 S. purpurea many-to-one
Potri.007G108400 SapurV1A.0550s0100 S. purpurea many-to-one
Potri.T037500 SapurV1A.0067s0160 S. purpurea many-to-many
Potri.T037500 SapurV1A.0067s0240 S. purpurea many-to-many
Potri.011G009500 SapurV1A.0067s0160 S. purpurea many-to-many
Potri.011G009500 SapurV1A.0067s0240 S. purpurea many-to-many
Potri.019G018400 SapurV1A.0483s0120 S. purpurea one-to-one
Potri.003G192500 SapurV1A.1729s0010 S. purpurea one-to-one
Potri.010G216300 SapurV1A.0023s0570 S. purpurea one-to-one
Potri.010G055000 SapurV1A.1719s0020 S. purpurea one-to-one
Potri.016G054800 SapurV1A.0037s0200 S. purpurea one-to-one
Potri.006G277400 SapurV1A.0263s0260 S. purpurea one-to-one
Potri.002G053000 SapurV1A.0289s0350 S. purpurea one-to-one
Potri.002G255900 SapurV1A.0252s0230 S. purpurea one-to-one
Potri.002G000300 SapurV1A.0776s0040 S. purpurea one-to-one
Potri.014G133200 SapurV1A.0052s0880 S. purpurea one-to-one
Potri.003G117300 SapurV1A.0045s0370 S. purpurea one-to-one
Potri.003G124600 SapurV1A.0761s0150 S. purpurea one-to-one
Potri.003G196200 SapurV1A.0009s1080 S. purpurea one-to-one
Potri.019G020000 SapurV1A.0307s0020 S. purpurea one-to-one
Potri.019G085100 SapurV1A.0287s0170 S. purpurea one-to-one
Potri.013G132100 SapurV1A.0735s0140 S. purpurea one-to-one
Potri.016G088900 SapurV1A.0112s0170 S. purpurea one-to-one
Potri.008G190600 SapurV1A.0113s0370 S. purpurea one-to-one
Potri.008G180400 SapurV1A.0206s0220 S. purpurea one-to-one
Potri.001G044100 SapurV1A.0806s0030 S. purpurea one-to-one
Potri.001G272000 SapurV1A.0253s0140 S. purpurea one-to-one
Potri.001G351300 SapurV1A.0297s0130 S. purpurea one-to-one
Potri.013G011500 SapurV1A.0088s0580 S. purpurea one-to-one
Potri.004G174100 SapurV1A.1145s0060 S. purpurea one-to-many
Potri.004G174100 SapurV1A.2094s0010 S. purpurea one-to-many
Potri.004G174100 SapurV1A.0117s0020 S. purpurea one-to-many
Potri.006G010300 SapurV1A.0759s0150 S. purpurea one-to-many
Potri.006G010300 SapurV1A.0759s0140 S. purpurea one-to-many
Potri.006G222000 SapurV1A.0710s0100 S. purpurea one-to-many
Potri.006G222000 SapurV1A.2986s0020 S. purpurea one-to-many
Potri.001G027600 SapurV1A.0504s0020 S. purpurea one-to-many
Potri.001G027600 SapurV1A.0574s0280 S. purpurea one-to-many
Potri.004G077400 SapurV1A.2273s0050 S. purpurea one-to-one
Potri.004G175800 SapurV1A.0757s0120 S. purpurea one-to-one
Potri.003G010400 SapurV1A.0136s0510 S. purpurea one-to-one
Potri.015G074400 SapurV1A.0296s0070 S. purpurea one-to-one
Potri.016G114200 SapurV1A.0414s0010 S. purpurea one-to-one
Potri.008G081100 SapurV1A.0149s0530 S. purpurea one-to-one
Potri.015G036300 SapurV1A.1765s0020 S. purpurea one-to-many
Potri.015G036300 SapurV1A.0983s0030 S. purpurea one-to-many
Potri.001G410500 SapurV1A.1184s0040 S. purpurea one-to-one
Potri.004G122600 SapurV1A.0302s0140 S. purpurea many-to-one
Potri.004G120900 SapurV1A.0302s0140 S. purpurea many-to-one
Potri.015G045300 SapurV1A.0475s0130 S. purpurea one-to-many
Potri.015G045300 SapurV1A.0530s0080 S. purpurea one-to-many
Potri.004G053400 SapurV1A.0012s1050 S. purpurea one-to-one
Potri.004G083800 SapurV1A.0397s0130 S. purpurea one-to-one
Potri.014G027100 SapurV1A.0423s0030 S. purpurea one-to-one
Potri.014G161300 SapurV1A.0142s0080 S. purpurea one-to-one
Potri.018G091200 SapurV1A.0313s0050 S. purpurea one-to-one
Potri.009G046900 SapurV1A.5237s0010 S. purpurea one-to-many
Potri.009G046900 SapurV1A.0619s0100 S. purpurea one-to-many
Potri.018G028700 SapurV1A.1780s0010 S. purpurea one-to-many
Potri.018G028700 SapurV1A.0073s0440 S. purpurea one-to-many
Potri.013G058900 SapurV1A.0668s0200 S. purpurea one-to-one
Potri.005G092000 SapurV1A.0333s0370 S. purpurea one-to-many
Potri.005G092000 SapurV1A.0404s0040 S. purpurea one-to-many
Potri.009G132400 SapurV1A.0514s0190 S. purpurea one-to-one
Potri.009G006500 SapurV1A.0049s0060 S. purpurea one-to-one
Potri.010G169000 SapurV1A.0458s0200 S. purpurea one-to-one
Potri.006G166600 SapurV1A.0341s0050 S. purpurea one-to-one
Potri.006G174900 SapurV1A.1602s0010 S. purpurea one-to-one
Potri.006G081100 SapurV1A.0001s2210 S. purpurea one-to-one
Potri.004G206100 SapurV1A.0125s0430 S. purpurea one-to-one
Potri.004G112300 SapurV1A.0274s0090 S. purpurea one-to-one
Potri.014G073700 SapurV1A.0578s0090 S. purpurea one-to-one
Potri.004G223900 SapurV1A.0470s0290 S. purpurea one-to-many
Potri.004G223900 SapurV1A.0960s0010 S. purpurea one-to-many
Potri.014G094100 SapurV1A.0013s0780 S. purpurea one-to-one
Potri.004G144800 SapurV1A.1020s0030 S. purpurea one-to-one
Potri.015G106900 SapurV1A.2394s0010 S. purpurea one-to-one
Potri.013G076100 SapurV1A.0592s0070 S. purpurea one-to-one
Potri.005G238300 SapurV1A.0389s0210 S. purpurea one-to-one
Potri.008G035500 SapurV1A.0411s0260 S. purpurea one-to-one
Potri.005G038900 SapurV1A.1124s0130 S. purpurea one-to-one
Potri.005G187600 SapurV1A.0261s0040 S. purpurea one-to-one
Potri.007G121900 SapurV1A.0484s0240 S. purpurea one-to-one
Potri.007G113200 SapurV1A.0808s0100 S. purpurea one-to-one
Potri.009G108300 SapurV1A.0090s0360 S. purpurea one-to-one
Potri.007G093600 SapurV1A.0039s0040 S. purpurea one-to-one
Potri.001G418800 SapurV1A.0712s0100 S. purpurea one-to-one
Potri.001G346900 SapurV1A.0571s0140 S. purpurea one-to-one
Potri.012G042100 SapurV1A.0082s0460 S. purpurea one-to-one
Potri.001G332300 SapurV1A.0278s0020 S. purpurea one-to-many
Potri.001G332300 SapurV1A.0205s0430 S. purpurea one-to-many
Potri.009G106600 SapurV1A.0090s0480 S. purpurea one-to-one
Potri.011G103200 SapurV1A.0026s0210 S. purpurea one-to-one
Potri.006G102200 SapurV1A.0001s0440 S. purpurea one-to-one
Potri.013G094800 SapurV1A.0109s0120 S. purpurea one-to-one
Potri.008G103000 SapurV1A.0114s0260 S. purpurea one-to-one
Potri.014G031000 SapurV1A.0361s0320 S. purpurea one-to-one
Potri.001G011700 SapurV1A.0752s0030 S. purpurea one-to-one
Potri.001G420200 SapurV1A.0784s0070 S. purpurea one-to-one
Potri.004G017600 SapurV1A.0660s0050 S. purpurea one-to-many
Potri.004G017600 SapurV1A.3914s0010 S. purpurea one-to-many
Potri.017G137000 SapurV1A.0223s0350 S. purpurea many-to-one
Potri.017G136500 SapurV1A.0223s0350 S. purpurea many-to-one
Potri.001G456400 SapurV1A.0478s0100 S. purpurea one-to-many
Potri.001G456400 SapurV1A.0478s0120 S. purpurea one-to-many
Potri.012G041600 SapurV1A.1192s0050 S. purpurea one-to-many
Potri.012G041600 SapurV1A.2959s0010 S. purpurea one-to-many
Potri.001G002800 SapurV1A.0699s0140 S. purpurea many-to-one
Potri.001G003000 SapurV1A.0699s0140 S. purpurea many-to-one
Potri.007G002700 SapurV1A.0703s0010 S. purpurea one-to-many
Potri.007G002700 SapurV1A.1485s0080 S. purpurea one-to-many
Potri.010G150300 SapurV1A.0050s0060 S. purpurea one-to-one
Potri.010G252300 SapurV1A.0036s1230 S. purpurea one-to-one
Potri.011G167700 SapurV1A.0338s0190 S. purpurea one-to-one
Potri.019G025500 SapurV1A.0399s0070 S. purpurea one-to-one
Potri.011G055500 SapurV1A.0032s0340 S. purpurea one-to-one
Potri.010G233100 SapurV1A.0243s0330 S. purpurea one-to-one
Potri.006G149400 SapurV1A.0108s0310 S. purpurea one-to-one
Potri.006G015000 SapurV1A.0359s0160 S. purpurea one-to-one
Potri.006G247500 SapurV1A.0043s0150 S. purpurea one-to-one
Potri.004G104800 SapurV1A.0726s0070 S. purpurea one-to-one
Potri.002G093800 SapurV1A.0010s0220 S. purpurea one-to-one
Potri.002G222600 SapurV1A.0014s0740 S. purpurea one-to-one
Potri.004G045600 SapurV1A.0012s0430 S. purpurea one-to-one
Potri.017G152600 SapurV1A.1008s0040 S. purpurea one-to-one
Potri.001G158900 SapurV1A.0210s0180 S. purpurea one-to-one
Potri.016G017700 SapurV1A.0154s0270 S. purpurea one-to-one
Potri.015G074900 SapurV1A.1556s0030 S. purpurea one-to-one
Potri.005G086200 SapurV1A.0787s0160 S. purpurea one-to-one
Potri.005G146500 SapurV1A.0336s0050 S. purpurea one-to-one
Potri.001G140800 SapurV1A.0555s0090 S. purpurea one-to-one
Potri.001G230600 SapurV1A.0008s0510 S. purpurea one-to-one
Potri.001G421400 SapurV1A.0784s0180 S. purpurea one-to-one
Potri.014G001100 SapurV1A.2058s0010 S. purpurea one-to-one
Potri.019G091800 SapurV1A.2399s0010 S. purpurea one-to-many
Potri.019G091800 SapurV1A.2399s0020 S. purpurea one-to-many
Potri.019G091800 SapurV1A.1568s0090 S. purpurea one-to-many
Potri.019G091800 SapurV1A.1977s0030 S. purpurea one-to-many
Potri.019G091800 SapurV1A.0474s0280 S. purpurea one-to-many
Potri.009G140000 SapurV1A.0218s0160 S. purpurea one-to-one
Potri.001G385400 SapurV1A.1040s0100 S. purpurea one-to-one
Potri.010G133600 SapurV1A.0084s0180 S. purpurea one-to-one
Potri.010G184700 SapurV1A.0061s0640 S. purpurea one-to-one
Potri.010G225100 SapurV1A.0518s0270 S. purpurea one-to-one
Potri.011G096000 SapurV1A.2032s0020 S. purpurea one-to-one
Potri.006G036800 SapurV1A.0159s0040 S. purpurea one-to-one
Potri.002G181600 SapurV1A.0003s0340 S. purpurea one-to-one
Potri.002G249300 SapurV1A.0976s0150 S. purpurea one-to-one
Potri.017G154900 SapurV1A.0701s0160 S. purpurea one-to-one
Potri.018G071600 SapurV1A.0246s0150 S. purpurea one-to-one
Potri.003G114700 SapurV1A.0045s0120 S. purpurea one-to-one
Potri.002G163000 SapurV1A.0099s0380 S. purpurea one-to-one
Potri.016G079300 SapurV1A.1220s0090 S. purpurea one-to-one
Potri.011G001100 SapurV1A.3517s0030 S. purpurea one-to-one
Potri.016G045200 SapurV1A.0018s0720 S. purpurea one-to-one
Potri.008G130300 SapurV1A.0015s0050 S. purpurea one-to-one
Potri.008G091900 SapurV1A.0933s0060 S. purpurea one-to-one
Potri.005G038800 SapurV1A.1124s0120 S. purpurea one-to-one
Potri.001G191500 SapurV1A.1962s0010 S. purpurea one-to-one
Potri.001G396800 SapurV1A.0207s0160 S. purpurea one-to-one
Potri.012G140400 SapurV1A.1253s0110 S. purpurea one-to-one
Potri.016G119700 SapurV1A.0175s0080 S. purpurea one-to-many
Potri.016G119700 SapurV1A.2639s0010 S. purpurea one-to-many
Potri.014G114300 SapurV1A.0294s0270 S. purpurea one-to-one
Potri.002G077200 SapurV1A.0829s0030 S. purpurea one-to-many
Potri.002G077200 SapurV1A.1506s0010 S. purpurea one-to-many
Potri.009G044100 SapurV1A.0772s0150 S. purpurea one-to-one
Potri.009G002100 SapurV1A.0288s0260 S. purpurea one-to-one
Potri.010G041800 SapurV1A.0269s0160 S. purpurea one-to-one
Potri.010G007000 SapurV1A.0264s0230 S. purpurea one-to-one
Potri.010G195000 SapurV1A.0262s0270 S. purpurea one-to-one
Potri.010G099400 SapurV1A.0203s0170 S. purpurea one-to-one
Potri.011G135900 SapurV1A.0229s0220 S. purpurea one-to-one
Potri.003G184200 SapurV1A.0153s0410 S. purpurea one-to-one
Potri.006G209600 SapurV1A.0768s0040 S. purpurea one-to-one
Potri.017G121700 SapurV1A.1200s0030 S. purpurea one-to-many
Potri.017G121700 SapurV1A.0728s0120 S. purpurea one-to-many
Potri.017G121700 SapurV1A.1200s0090 S. purpurea one-to-many
Potri.017G121700 SapurV1A.0728s0240 S. purpurea one-to-many
Potri.017G121700 SapurV1A.1200s0070 S. purpurea one-to-many
Potri.017G121700 SapurV1A.0728s0200 S. purpurea one-to-many
Potri.017G121700 SapurV1A.1200s0040 S. purpurea one-to-many
Potri.017G121700 SapurV1A.0728s0130 S. purpurea one-to-many
Potri.016G080600 SapurV1A.1417s0050 S. purpurea one-to-one
Potri.002G162500 SapurV1A.0046s0170 S. purpurea one-to-one
Potri.002G023200 SapurV1A.0025s0450 S. purpurea one-to-one
Potri.002G100700 SapurV1A.0239s0400 S. purpurea one-to-one
Potri.017G042900 SapurV1A.0463s0020 S. purpurea one-to-one
Potri.018G005700 SapurV1A.0930s0040 S. purpurea one-to-one
Potri.013G048000 SapurV1A.0309s0130 S. purpurea one-to-one
Potri.015G012500 SapurV1A.0524s0200 S. purpurea one-to-one
Potri.008G083600 SapurV1A.0149s0360 S. purpurea one-to-one
Potri.012G041800 SapurV1A.1192s0030 S. purpurea one-to-one
Potri.018G145700 SapurV1A.2095s0030 S. purpurea one-to-one
Potri.005G053200 SapurV1A.0729s0180 S. purpurea one-to-one
Potri.001G021100 SapurV1A.0857s0070 S. purpurea one-to-one
Potri.001G205700 SapurV1A.0344s0130 S. purpurea one-to-one
Potri.007G028900 SapurV1A.0255s0110 S. purpurea one-to-one
Potri.007G109900 SapurV1A.0550s0240 S. purpurea one-to-one
Potri.007G065200 SapurV1A.0284s0010 S. purpurea one-to-one
Potri.012G053800 SapurV1A.0915s0060 S. purpurea one-to-one
Potri.019G113100 SapurV1A.0832s0180 S. purpurea many-to-one
Potri.013G118300 SapurV1A.0832s0180 S. purpurea many-to-one
Potri.019G095800 SapurV1A.0832s0180 S. purpurea many-to-one
Potri.019G096400 SapurV1A.0832s0180 S. purpurea many-to-one
Potri.019G096600 SapurV1A.0832s0180 S. purpurea many-to-one
Potri.019G096300 SapurV1A.0832s0180 S. purpurea many-to-one
Potri.006G202600 SapurV1A.0319s0010 S. purpurea one-to-many
Potri.006G202600 SapurV1A.1209s0120 S. purpurea one-to-many
Potri.003G112400 SapurV1A.0325s0010 S. purpurea one-to-many
Potri.003G112400 SapurV1A.1275s0020 S. purpurea one-to-many
Potri.011G131500 SapurV1A.0327s0030 S. purpurea one-to-one
Potri.002G056800 SapurV1A.0354s0270 S. purpurea one-to-many
Potri.002G056800 SapurV1A.4120s0010 S. purpurea one-to-many
Potri.005G233600 SapurV1A.0957s0010 S. purpurea one-to-many
Potri.005G233600 SapurV1A.0188s0030 S. purpurea one-to-many
Potri.010G228400 SapurV1A.0213s0200 S. purpurea one-to-one
Potri.006G212700 SapurV1A.1255s0090 S. purpurea one-to-one
Potri.002G009300 SapurV1A.0016s0620 S. purpurea one-to-one
Potri.002G016300 SapurV1A.0016s1160 S. purpurea one-to-one
Potri.014G138200 SapurV1A.0053s0520 S. purpurea one-to-one
Potri.017G079600 SapurV1A.0334s0030 S. purpurea one-to-one
Potri.018G067200 SapurV1A.0087s0270 S. purpurea one-to-one
Potri.017G102500 SapurV1A.0645s0050 S. purpurea one-to-one
Potri.016G077800 SapurV1A.0630s0090 S. purpurea one-to-one
Potri.004G167300 SapurV1A.0117s0430 S. purpurea one-to-one
Potri.003G098400 SapurV1A.0063s0210 S. purpurea one-to-one
Potri.015G128600 SapurV1A.0367s0100 S. purpurea one-to-one
Potri.013G099400 SapurV1A.0286s0110 S. purpurea one-to-one
Potri.008G021600 SapurV1A.0371s0220 S. purpurea one-to-one
Potri.016G119100 SapurV1A.0175s0150 S. purpurea one-to-one
Potri.016G114500 SapurV1A.0642s0050 S. purpurea one-to-one
Potri.008G189600 SapurV1A.0069s0030 S. purpurea one-to-one
Potri.005G125400 SapurV1A.0817s0030 S. purpurea one-to-one
Potri.005G036700 SapurV1A.1055s0140 S. purpurea one-to-one
Potri.008G186900 SapurV1A.0069s0250 S. purpurea one-to-one
Potri.001G190500 SapurV1A.0408s0080 S. purpurea one-to-one
Potri.005G062900 SapurV1A.0916s0100 S. purpurea one-to-one
Potri.001G163300 SapurV1A.1455s0040 S. purpurea one-to-one
Potri.001G142100 SapurV1A.0741s0040 S. purpurea one-to-one
Potri.007G011700 SapurV1A.0166s0160 S. purpurea one-to-one
Potri.014G178000 SapurV1A.0137s0190 S. purpurea one-to-one
Potri.001G297200 SapurV1A.0005s0590 S. purpurea one-to-one
Potri.005G162900 SapurV1A.0565s0020 S. purpurea one-to-many
Potri.005G162900 SapurV1A.2813s0010 S. purpurea one-to-many
Potri.004G153700 SapurV1A.0349s0120 S. purpurea one-to-one
Potri.003G053700 SapurV1A.0601s0110 S. purpurea one-to-one
Potri.018G102500 SapurV1A.0332s0240 S. purpurea one-to-one
Potri.012G066600 SapurV1A.0481s0120 S. purpurea one-to-one
